0.000000000000000000e+00,1.281870501125008013e+04
3.333333333333333287e-02,1.325936889596108085e+04
6.666666666666666574e-02,1.441996641668728807e+04
1.000000000000000056e-01,1.877514524958313632e+04
1.333333333333333315e-01,1.877844593505735975e+04
1.666666666666666574e-01,1.975911914001882906e+04
2.000000000000000111e-01,2.010552946251990215e+04
2.333333333333333370e-01,2.061712109714902545e+04
2.666666666666666630e-01,2.078040020672427272e+04
2.999999999999999889e-01,2.088262042758124880e+04
3.333333333333333148e-01,2.063775224132411677e+04
3.666666666666666408e-01,2.028543268452314442e+04
4.000000000000000222e-01,1.996421137855016059e+04
4.333333333333333481e-01,1.956843942108920601e+04
4.666666666666666741e-01,1.913892454986753000e+04
5.000000000000000000e-01,1.777751019478866147e+04
5.333333333333333259e-01,1.811475754399436846e+04
5.666666666666666519e-01,1.624088647490178118e+04
5.999999999999999778e-01,1.642571333261059408e+04
6.333333333333333037e-01,1.528001419631834142e+04
6.666666666666666297e-01,1.553526312930378845e+04
6.999999999999999556e-01,1.521339426993983943e+04
7.333333333333332815e-01,1.509766675914431653e+04
7.666666666666666075e-01,1.572461487952764401e+04
8.000000000000000444e-01,1.525312618094727986e+04
8.333333333333333703e-01,1.622076036212369945e+04
8.666666666666666963e-01,1.651977570377945813e+04
9.000000000000000222e-01,1.759817808209784926e+04
9.333333333333333481e-01,1.770313044813156375e+04
9.666666666666666741e-01,1.842703095444364226e+04
1.000000000000000000e+00,1.805285367316568954e+04
1.033333333333333215e+00,2.051529519279721717e+04
1.066666666666666652e+00,1.943913009331788635e+04
1.100000000000000089e+00,1.908793971059830074e+04
1.133333333333333304e+00,1.885033610674659212e+04
1.166666666666666741e+00,1.838500092990875783e+04
1.199999999999999956e+00,1.823748704577767057e+04
1.233333333333333393e+00,1.793421087312330565e+04
1.266666666666666607e+00,1.808251561772538116e+04
1.300000000000000044e+00,1.801556970821381401e+04
1.333333333333333259e+00,1.797292683725684401e+04
1.366666666666666696e+00,1.800518294391256131e+04
1.399999999999999911e+00,1.816314599251226173e+04
1.433333333333333348e+00,1.830474598485433671e+04
1.466666666666666563e+00,1.837329841586007387e+04
1.500000000000000000e+00,1.826599005186481008e+04
1.533333333333333215e+00,1.814763227923693557e+04
1.566666666666666652e+00,1.791864663509876118e+04
1.600000000000000089e+00,1.832243407344494699e+04
1.633333333333333304e+00,1.827077615933604102e+04
1.666666666666666741e+00,1.836333616221760531e+04
1.699999999999999956e+00,1.832447061167865468e+04
1.733333333333333393e+00,1.781457843205327663e+04
1.766666666666666607e+00,1.807122310343334902e+04
1.800000000000000044e+00,1.779624427214208117e+04
1.833333333333333259e+00,1.809482309296519816e+04
1.866666666666666696e+00,1.794187990924566475e+04
1.899999999999999911e+00,1.790781154089858683e+04
1.933333333333333348e+00,1.778984242157507106e+04
1.966666666666666563e+00,1.788568596877102755e+04
2.000000000000000000e+00,1.454246943135757647e+04
2.033333333333333215e+00,2.166644750000000204e+04
2.066666666666666430e+00,1.857582916434307481e+04
2.100000000000000089e+00,1.843206825388434663e+04
2.133333333333333304e+00,2.166644750000000204e+04
2.166666666666666519e+00,1.916828114041097433e+04
2.200000000000000178e+00,1.852688067688580486e+04
2.233333333333333393e+00,2.166644750000000204e+04
2.266666666666666607e+00,1.548478864848295780e+04
2.299999999999999822e+00,1.554061794108544927e+04
2.333333333333333481e+00,2.166644750000000204e+04
2.366666666666666696e+00,1.520897102913747221e+04
2.399999999999999911e+00,1.695080828612366531e+04
2.433333333333333126e+00,2.166644750000000204e+04
2.466666666666666785e+00,1.493494692662117086e+04
2.500000000000000000e+00,1.936652617872017436e+04
2.533333333333333215e+00,2.166644750000000204e+04
2.566666666666666430e+00,1.663477621587611429e+04
2.600000000000000089e+00,1.915870739823331678e+04
2.633333333333333304e+00,2.166644750000000204e+04
2.666666666666666519e+00,1.583509024352602864e+04
2.700000000000000178e+00,1.948991778439473637e+04
2.733333333333333393e+00,2.045864842831707210e+04
2.766666666666666607e+00,1.000639186635595252e+04
2.799999999999999822e+00,1.904393921588556259e+04
2.833333333333333481e+00,1.937370243042989387e+04
2.866666666666666696e+00,9.440299999999999272e+03
2.899999999999999911e+00,1.870029638928168424e+04
2.933333333333333126e+00,1.945166668356715309e+04
2.966666666666666785e+00,9.440299999999999272e+03
3.000000000000000000e+00,1.840686488918498799e+04
3.033333333333333215e+00,2.166644750000000204e+04
3.066666666666666430e+00,1.431117509883789171e+04
3.100000000000000089e+00,1.987046165078235208e+04
3.133333333333333304e+00,2.166644750000000204e+04
3.166666666666666519e+00,1.370470004729972788e+04
3.200000000000000178e+00,2.021334010620291883e+04
3.233333333333333393e+00,1.973084431104691248e+04
3.266666666666666607e+00,9.440299999999999272e+03
3.299999999999999822e+00,1.911022517062438783e+04
3.333333333333333481e+00,1.874560939967145532e+04
3.366666666666666696e+00,9.440299999999999272e+03
3.399999999999999911e+00,1.877476420759154644e+04
3.433333333333333126e+00,1.911499186829319660e+04
3.466666666666666785e+00,9.440299999999999272e+03
3.500000000000000000e+00,2.166644750000000204e+04
3.533333333333333215e+00,2.052698141840839162e+04
3.566666666666666430e+00,1.095260910794642587e+04
3.600000000000000089e+00,2.130300530073137998e+04
3.633333333333333304e+00,2.039176434782220167e+04
3.666666666666666519e+00,1.088327086372165468e+04
3.699999999999999734e+00,2.150462237735496456e+04
3.733333333333333393e+00,1.846854811821509429e+04
3.766666666666666607e+00,1.076575482660070702e+04
3.799999999999999822e+00,2.011894370685428294e+04
3.833333333333333481e+00,1.921819246854935409e+04
3.866666666666666696e+00,1.074446595375030120e+04
3.899999999999999911e+00,2.043450864009544966e+04
3.933333333333333126e+00,1.906668129260517526e+04
3.966666666666666785e+00,1.166171684223693592e+04
4.000000000000000000e+00,2.043572217752384313e+04
4.033333333333333215e+00,1.914391362907692383e+04
4.066666666666666430e+00,1.247576424933343151e+04
4.099999999999999645e+00,2.101012148568371049e+04
4.133333333333332860e+00,1.898533748036561519e+04
4.166666666666666963e+00,1.197992394008670271e+04
4.200000000000000178e+00,2.115008700963006049e+04
4.233333333333333393e+00,1.893633903138765163e+04
4.266666666666666607e+00,9.440299999999999272e+03
4.299999999999999822e+00,2.166644750000000204e+04
4.333333333333333037e+00,1.880732586027066282e+04
4.366666666666666252e+00,9.440299999999999272e+03
4.400000000000000355e+00,2.166644750000000204e+04
4.433333333333333570e+00,1.893215011905575375e+04
4.466666666666666785e+00,9.440299999999999272e+03
4.500000000000000000e+00,2.166644750000000204e+04
4.533333333333333215e+00,1.692229539688809382e+04
4.566666666666666430e+00,1.366153334709966657e+04
4.599999999999999645e+00,2.166644750000000204e+04
4.633333333333332860e+00,1.597624677636710476e+04
4.666666666666666963e+00,1.442202849245388279e+04
4.700000000000000178e+00,2.166644750000000204e+04
4.733333333333333393e+00,1.797843455397828802e+04
4.766666666666666607e+00,1.029730261174604493e+04
4.799999999999999822e+00,2.166644750000000204e+04
4.833333333333333037e+00,1.886867449621728520e+04
4.866666666666666252e+00,1.008469886743055213e+04
4.900000000000000355e+00,2.166644750000000204e+04
4.933333333333333570e+00,1.866574732978637985e+04
4.966666666666666785e+00,9.873708586830325658e+03
5.000000000000000000e+00,2.166644750000000204e+04
5.033333333333333215e+00,1.536625125770707018e+04
5.066666666666666430e+00,1.528095512284537836e+04
5.099999999999999645e+00,2.166644750000000204e+04
5.133333333333332860e+00,1.531546300270266511e+04
5.166666666666666963e+00,1.574376991038840424e+04
5.200000000000000178e+00,2.166644750000000204e+04
5.233333333333333393e+00,1.801752239810705942e+04
5.266666666666666607e+00,1.242476499866175436e+04
5.299999999999999822e+00,2.166644750000000204e+04
5.333333333333333037e+00,1.884986955277283778e+04
5.366666666666666252e+00,1.151953393723729823e+04
5.400000000000000355e+00,2.166644750000000204e+04
5.433333333333333570e+00,1.866599543211547279e+04
5.466666666666666785e+00,1.218645853860575517e+04
5.500000000000000000e+00,2.166644750000000204e+04
