time,type,x,y,z,vx,vy,vz,ax,ay,az,yaw,w1,w2,w3
0.0,cmdFullState,-0.8312746167786011,-2.9735913646584335,3.0023534192142727e-05,1.4098080052005666e-05,1.183512796596789e-06,0.002122162857539599,0.0006643320748417342,5.5770329412419505e-05,0.10000166767914195,0.08375213353786341,-0.0003029431164051789,0.0008604144390517796,4.52487072101862e-07
0.03333333333333333,cmdFullState,-0.8312732205683717,-2.9735912474381676,0.00024019387863973606,5.6395212564182955e-05,4.7354389025098125e-06,0.008489047487074668,0.0013289367096965114,0.00011167142908737209,0.20002665045080587,0.08377229292836322,-9.953584153100563e-05,-2.6773100296771352e-05,1.4473497927583332e-05
0.06666666666666667,cmdFullState,-0.8312694298927321,-2.9735909288072517,0.000810705590565306,0.00012695787453676676,1.0687672108377154e-05,0.01910276879485367,0.0019977165215259926,0.00016957562721672315,0.3001344724450171,0.08398480215342681,0.0001369739619469276,-4.72244489472223e-05,0.00010973714808134013
0.1,cmdFullState,-0.8312620369652156,-2.9735903029971786,0.0019219081204989875,0.00022631989981032697,1.9296311636737594e-05,0.03396877708083796,0.002692670819323943,0.0002400361498457218,0.40042225715679175,0.0850555188342798,0.0003214888217251563,2.564925860128581e-05,0.0004602326437528639
0.13333333333333333,cmdFullState,-0.8312497789848153,-2.973589237849161,0.00375448005152347,0.00035691778986287557,3.1730067257151545e-05,0.053097363506244055,0.0034897478360271755,0.0003594777385182544,0.5010198603670181,0.0886671164016344,0.0003873325026935166,2.5111526917297708e-05,0.0013866603060133658
0.16666666666666666,cmdFullState,-0.8312311916058033,-2.973587504438604,0.006489621905308189,0.0005264993242011016,5.177157553217176e-05,0.07647927597949185,0.0045098404055434575,0.0006146899301191493,0.5910899769913742,0.09801660257172737,2.62595340823926e-05,5.649936365366767e-05,0.003346937999150729
0.2,cmdFullState,-0.8312045353808434,-2.9735846345485464,0.010268406019525049,0.0007367274699707874,8.688184332502984e-05,0.10159428752109795,0.005524565111313667,0.0011011158985021804,0.5924326395843513,0.11738724197586836,5.1513271398385935e-05,0.00012246086231330316,0.006607059015111542
0.23333333333333334,cmdFullState,-0.831167779847887,-2.973579710544495,0.01511444388366034,0.0010093639838779516,0.00015190105399924626,0.12677243790095058,0.007525422747538008,0.002059806223207025,0.5940543620772912,0.1493709404806597,8.84454980874117e-05,0.00022767794283588315,0.01088414468356386
0.26666666666666666,cmdFullState,-0.8311172464233292,-2.9735709699845487,0.02103064589253083,0.0013964292128840574,0.00027173022112605646,0.1520240755181945,0.011006228325646152,0.0037265967117193627,0.5958819579654063,0.19218761802422962,0.00013691980042499082,0.000381172934149774,0.01541623484763941
0.3,cmdFullState,-0.8310465782439715,-2.9735553690752483,0.0280202908599136,0.001972687487535523,0.00048212010740320097,0.17735609753072581,0.016542556169572866,0.006375734292914062,0.5978259695574052,0.23969891474310373,0.00019322721403575323,0.0005909360226447029,0.019272451862949236
0.3333333333333333,cmdFullState,-0.8309457056301937,-2.9735280897970617,0.03608686485635101,0.0028388000192200464,0.0008311425539406532,0.2027712574555324,0.02477638580227877,0.01031218384269888,0.5997805849581684,0.28481942300711227,0.0002508539707667987,0.0008645591274579772,0.021862239830096674
0.36666666666666664,cmdFullState,-0.8307996922786718,-2.9734819918700888,0.04523387058922876,0.004123775678903908,0.0013803101160503868,0.22826746959400973,0.03639840275559449,0.015862765253585594,0.6016235740625298,0.3229980175283546,0.0003025666912950415,0.0012062898599861204,0.023120497080737164
0.4,cmdFullState,-0.8305874940369082,-2.9734070255097294,0.05546460721235142,0.005986624418954419,0.0022052965626730803,0.2538371114370954,0.05212816190676618,0.023366227366020023,0.6032162603843343,0.35294598380658754,0.0003457084844912845,0.0016178033615501617,0.02331457494012859
0.43333333333333335,cmdFullState,-0.8302806659575371,-2.9732896228347405,0.06678192051717885,0.008617127583075214,0.003396215666929181,0.2794663259736026,0.07269235261669578,0.033162381644735936,0.6044035481116073,0.37543050587297283,0.00037229044959583783,0.0020991033991900427,0.022786086612808464
