Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,child_frame_id,transform.translation.x,transform.translation.y,transform.translation.z,transform.rotation.x,transform.rotation.y,transform.rotation.z,transform.rotation.w
1678557437.7550972,110,1678557437,723508173,world,vicon/cf_obs3/cf_obs3,1.5118485419162078,0.003297160893624724,1.0595606137889362,0.0010529131796002075,-0.004540795194673033,0.8721555598480087,-0.48920645128518353
1678557437.7747965,111,1678557437,743485518,world,vicon/cf_obs3/cf_obs3,1.5118463989909832,0.003333039370460646,1.0596176051409836,0.0009473051273298546,-0.004436640172161625,0.8721452717756529,-0.4892259639025212
1678557437.7954788,112,1678557437,763311392,world,vicon/cf_obs3/cf_obs3,1.511844490045631,0.003355590450826224,1.0596159520824426,0.0009645124120531343,-0.004392859471419908,0.8721263155968754,-0.48926011705931105
1678557437.8151493,113,1678557437,783625276,world,vicon/cf_obs3/cf_obs3,1.5118212589322777,0.003312594914955,1.05956319194402,0.001080463754618227,-0.004448436090887846,0.8721261144365011,-0.48925973115750204
1678557437.835357,114,1678557437,803036858,world,vicon/cf_obs3/cf_obs3,1.5118211625756675,0.0033181116279759255,1.0596025448375677,0.0010966505190651012,-0.004387123309436891,0.8721446082949715,-0.489227281259659
1678557437.8546896,115,1678557437,823325526,world,vicon/cf_obs3/cf_obs3,1.511874731691686,0.0033425522932030494,1.0596045750538279,0.0010573824621896227,-0.004456393149560689,0.8721368933759663,-0.48924049476197634
1678557437.8749995,116,1678557437,843486668,world,vicon/cf_obs3/cf_obs3,1.5118394172888252,0.0033286857181594365,1.059618761046282,0.001049867678314584,-0.004418938031410428,0.8721204400105392,-0.48927017983968324
1678557437.8953512,117,1678557437,863482698,world,vicon/cf_obs3/cf_obs3,1.511791827505741,0.0033194875912526756,1.059575755359214,0.000978732177726095,-0.0043710362454142965,0.8721179569542489,-0.4892751835965242
1678557437.91485,118,1678557437,883523592,world,vicon/cf_obs3/cf_obs3,1.5118803412615012,0.00333858742966142,1.0595942300217165,0.001009715389884652,-0.004424697005467544,0.8721520499041703,-0.48921386364165403
1678557437.9353824,119,1678557437,903083643,world,vicon/cf_obs3/cf_obs3,1.5118861805764772,0.0033376492432051893,1.0596213302875697,0.0009848668490315062,-0.0044558579163542006,0.8721373724287742,-0.4892397970122143
1678557437.955124,120,1678557437,923501349,world,vicon/cf_obs3/cf_obs3,1.5117888544332936,0.003337213456916959,1.0596201462134789,0.0010009782950725192,-0.004298276158786759,0.8721327951341244,-0.4892493336899447
1678557437.975006,121,1678557437,943421402,world,vicon/cf_obs3/cf_obs3,1.511846654644744,0.003339717971951619,1.0595644242164108,0.0010153734302238832,-0.004406001697542648,0.8721557773183902,-0.4892073755126685
1678557437.9954588,122,1678557437,963460866,world,vicon/cf_obs3/cf_obs3,1.5119186726973919,0.0033733682411906866,1.0596116077457054,0.0009153643342149421,-0.004479491960979897,0.8721133108273759,-0.4892826068210683
1678557438.0151353,123,1678557437,983634505,world,vicon/cf_obs3/cf_obs3,1.511800421939703,0.00335677102199191,1.0596835309793533,0.0008310701575407969,-0.004309159148482288,0.8721287882925268,-0.48925669857574294
1678557438.0347574,124,1678557438,2966019,world,vicon/cf_obs3/cf_obs3,1.5118062095250748,0.0033344780520139644,1.0595288565181613,0.0010009709707422313,-0.004459067556678502,0.872142836186331,-0.48922999505600967
1678557438.0557115,125,1678557438,23682406,world,vicon/cf_obs3/cf_obs3,1.5119262228407766,0.0033669261423028693,1.0595880062809682,0.0010068768526938358,-0.004371584127953233,0.8721343179459842,-0.48924595748162153
1678557438.0749006,126,1678557438,43524690,world,vicon/cf_obs3/cf_obs3,1.5118404792038422,0.0033759511124437434,1.0596802776978231,0.000982405349923792,-0.004359734215432032,0.8721278478977081,-0.4892576463568161
1678557438.0956898,127,1678557438,62929486,world,vicon/cf_obs3/cf_obs3,1.5117650153497924,0.0033247478461923318,1.0595467086692987,0.0010024753309212703,-0.004411904261748692,0.8721318865969512,-0.48924993870703637
1678557438.114482,128,1678557438,82945553,world,vicon/cf_obs3/cf_obs3,1.5118950223376089,0.003340615574393675,1.0595745589131944,0.0010606071693963714,-0.004376744373705304,0.8721290697614683,-0.4892551531645993
1678557438.1354024,129,1678557438,102881507,world,vicon/cf_obs3/cf_obs3,1.5118945778424169,0.0033773635026277905,1.059673606497387,0.0009147881147455446,-0.004355056409622071,0.8721285431142073,-0.4892565798554623
1678557438.1550229,130,1678557438,123642544,world,vicon/cf_obs3/cf_obs3,1.5117662357306847,0.0033475943088423256,1.0595846274055436,0.0009761718055044883,-0.004446954013079176,0.8721243733596555,-0.4892630673580828
1678557438.174655,131,1678557438,143524413,world,vicon/cf_obs3/cf_obs3,1.5118411444198285,0.0033243961762809944,1.059518218519028,0.0010406802160743923,-0.004397131795219005,0.8721485218622276,-0.48922033689350536
