Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1678572090.659516,12,1678572090,659287045,world,-1.2282330989837646,-3.0387468338012695,0.03438571095466614,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572090.858897,13,1678572090,858663021,world,-1.2284302711486816,-3.0385375022888184,0.034839022904634476,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572090.958659,14,1678572090,958557090,world,-1.2282350063323975,-3.0387330055236816,0.034943290054798126,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572090.981868,15,1678572090,981697944,world,-1.2282350063323975,-3.0387330055236816,0.034943290054798126,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572091.059239,16,1678572091,59034688,world,-1.228253960609436,-3.0387094020843506,0.033964604139328,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572091.1592553,17,1678572091,159135845,world,-1.228286623954773,-3.0386769771575928,0.03488174453377724,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572091.2593846,18,1678572091,259256089,world,-1.2282416820526123,-3.0387182235717773,0.03444373235106468,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572091.3701015,19,1678572091,369915802,world,-1.2282445430755615,-3.038727045059204,0.03446362167596817,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572091.4586842,20,1678572091,458508155,world,-1.2282395362854004,-3.0387346744537354,0.03404403477907181,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572091.5578558,21,1678572091,557678731,world,-1.228248953819275,-3.038748264312744,0.03505484387278557,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572091.6676767,22,1678572091,667502725,world,-1.2283203601837158,-3.0386769771575928,0.03506141155958176,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572091.7670887,23,1678572091,766939660,world,-1.2282443046569824,-3.038755178451538,0.034956738352775574,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572091.8686805,24,1678572091,868231978,world,-1.2282507419586182,-3.0387375354766846,0.03405804559588432,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572091.9586563,25,1678572091,958237617,world,-1.2282512187957764,-3.038727283477783,0.034824881702661514,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572092.0590374,26,1678572092,58555988,world,-1.2282440662384033,-3.0387372970581055,0.03507848456501961,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572092.157503,27,1678572092,157329493,world,-1.2284598350524902,-3.0385067462921143,0.03393196687102318,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
1678572092.258192,28,1678572092,258052721,world,-1.22825288772583,-3.0387470722198486,0.03421971946954727,0.00830262340605259,0.006918853148818016,0.0013837706064805388,0.9999406337738037
