Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1678561733.0668223,37,1678561733,66371327,world,-1.2224056720733643,-3.024994373321533,0.016016850247979164,0.005535082425922155,0.00830262340605259,0.02214032970368862,0.9997050762176514
1678561733.1910756,38,1678561733,190659019,world,-1.222434163093567,-3.024947166442871,0.016030704602599144,0.005535082425922155,0.00830262340605259,0.02214032970368862,0.9997050762176514
1678561733.2706664,39,1678561733,270203161,world,-1.2227544784545898,-3.0249125957489014,0.0160240326076746,0.005535082425922155,0.006918853148818016,0.02214032970368862,0.9997156262397766
1678561733.3728707,40,1678561733,372328420,world,-1.2224936485290527,-3.02514910697937,0.016013098880648613,0.005535082425922155,0.00830262340605259,0.023524099960923195,0.9996734857559204
1678561733.565732,41,1678561733,565210942,world,-1.222476601600647,-3.025153398513794,0.016017023473978043,0.005535082425922155,0.006918853148818016,0.023524099960923195,0.9996840357780457
1678561733.6676266,42,1678561733,667200253,world,-1.2223029136657715,-3.0251951217651367,0.016013387590646744,0.005535082425922155,0.00830262340605259,0.023524099960923195,0.9996734857559204
1678561733.770829,43,1678561733,770376737,world,-1.22230863571167,-3.025188446044922,0.015998806804418564,0.005535082425922155,0.00830262340605259,0.023524099960923195,0.9996734857559204
1678561733.8731165,44,1678561733,872827017,world,-1.222470760345459,-3.0251617431640625,0.015995483845472336,0.004151311703026295,0.006918853148818016,0.023524099960923195,0.9996907114982605
1678561734.0729702,45,1678561734,72778361,world,-1.2223255634307861,-3.0251293182373047,0.015992170199751854,0.004151311703026295,0.006918853148818016,0.023524099960923195,0.9996907114982605
1678561734.1726255,46,1678561734,172482782,world,-1.2223304510116577,-3.0251388549804688,0.015978125855326653,0.005535082425922155,0.00830262340605259,0.023524099960923195,0.9996734857559204
1678561734.2725942,47,1678561734,272422003,world,-1.2223141193389893,-3.0251829624176025,0.015978889539837837,0.005535082425922155,0.006918853148818016,0.023524099960923195,0.9996840357780457
1678561734.3724,48,1678561734,372196108,world,-1.2225732803344727,-3.024533271789551,0.015964588150382042,0.004151311703026295,0.006918853148818016,0.02214032970368862,0.9997223019599915
1678561734.4832664,49,1678561734,483095719,world,-1.2223258018493652,-3.0251951217651367,0.015982169657945633,0.005535082425922155,0.00830262340605259,0.023524099960923195,0.9996734857559204
1678561734.571878,50,1678561734,571705798,world,-1.2223362922668457,-3.0251753330230713,0.015984846279025078,0.005535082425922155,0.006918853148818016,0.02214032970368862,0.9997156262397766
1678561734.6714451,51,1678561734,671251854,world,-1.2226365804672241,-3.0251412391662598,0.01598409190773964,0.004151311703026295,0.006918853148818016,0.02214032970368862,0.9997223019599915
1678561734.7717557,52,1678561734,771543950,world,-1.2224500179290771,-3.024923801422119,0.015970926731824875,0.005535082425922155,0.00830262340605259,0.02214032970368862,0.9997050762176514
1678561734.8719523,53,1678561734,871784533,world,-1.222318410873413,-3.025181531906128,0.015995485708117485,0.005535082425922155,0.00830262340605259,0.02214032970368862,0.9997050762176514
1678561734.972839,54,1678561734,972630354,world,-1.2226074934005737,-3.0251550674438477,0.015996532514691353,0.005535082425922155,0.006918853148818016,0.02214032970368862,0.9997156262397766
1678561735.0725055,55,1678561735,72316469,world,-1.2223361730575562,-3.025149345397949,0.01600303314626217,0.005535082425922155,0.00830262340605259,0.02214032970368862,0.9997050762176514
1678561735.171569,56,1678561735,171381916,world,-1.2225923538208008,-3.025172710418701,0.015996502712368965,0.005535082425922155,0.00830262340605259,0.023524099960923195,0.9996734857559204
1678561735.271923,57,1678561735,271748503,world,-1.2227174043655396,-3.0245261192321777,0.01598995178937912,0.005535082425922155,0.00830262340605259,0.023524099960923195,0.9996734857559204
1678561735.3837137,58,1678561735,383469362,world,-1.2222909927368164,-3.0251882076263428,0.015976231545209885,0.005535082425922155,0.00830262340605259,0.02214032970368862,0.9997050762176514
1678561735.5637484,59,1678561735,563338976,world,-1.222602367401123,-3.0251126289367676,0.015974940732121468,0.005535082425922155,0.00830262340605259,0.02214032970368862,0.9997050762176514
1678561735.6629236,60,1678561735,662739251,world,-1.2223267555236816,-3.02510404586792,0.015991827473044395,0.005535082425922155,0.00830262340605259,0.02214032970368862,0.9997050762176514
1678561735.772963,61,1678561735,772716760,world,-1.2229599952697754,-3.0251123905181885,0.01599893532693386,0.005535082425922155,0.006918853148818016,0.02214032970368862,0.9997156262397766
1678561735.8723874,62,1678561735,872218325,world,-1.2226217985153198,-3.0251660346984863,0.016007278114557266,0.005535082425922155,0.00830262340605259,0.02214032970368862,0.9997050762176514
1678561736.0719967,63,1678561736,71536109,world,-1.2224016189575195,-3.025696277618408,0.01620991714298725,0.0027675412129610777,0.006918853148818016,0.023524099960923195,0.9996954798698425
1678561736.168706,64,1678561736,168250356,world,-1.2236114740371704,-3.026987075805664,0.028516994789242744,-0.0,0.0013837706064805388,0.027675412595272064,0.9996160268783569
1678561736.2630527,65,1678561736,262521300,world,-1.227259635925293,-3.028852701187134,0.0666191428899765,-0.0027675412129610777,0.0,0.05535082519054413,0.9984631538391113
1678561736.2876222,66,1678561736,287112803,world,-1.227259635925293,-3.028852701187134,0.0666191428899765,-0.0027675412129610777,0.0,0.05535082519054413,0.9984631538391113
1678561736.370299,67,1678561736,369791916,world,-1.232447624206543,-3.0304105281829834,0.10923507064580917,-0.0027675412129610777,0.00830262340605259,0.09963148087263107,0.9949859380722046
