Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,child_frame_id,transform.translation.x,transform.translation.y,transform.translation.z,transform.rotation.x,transform.rotation.y,transform.rotation.z,transform.rotation.w
1678557437.737196,110,1678557437,702875922,world,vicon/cf_gate4/cf_gate4,-0.49006214239093665,1.487987790505329,1.0107332747154676,5.789077762512511e-05,0.007105438169337107,-4.868885157905042e-06,0.9999747543680159
1678557437.7549207,111,1678557437,723508173,world,vicon/cf_gate4/cf_gate4,-0.4900455686959549,1.488000209328012,1.0106837165723201,0.00017596480968378527,0.007105584392837958,-1.0803526510589001e-05,0.9999747394760059
1678557437.774488,112,1678557437,743485518,world,vicon/cf_gate4/cf_gate4,-0.4900416343715859,1.4880136395607046,1.0107058865324154,0.0001803851184194987,0.007100201263686332,-1.5519389372332233e-05,0.9999747768630831
1678557437.7954104,113,1678557437,763311392,world,vicon/cf_gate4/cf_gate4,-0.49004566967955465,1.488007132745835,1.0107071605106752,0.00010499845549935614,0.007097711972221018,-9.358224916389198e-06,0.999974805368869
1678557437.8149033,114,1678557437,783625276,world,vicon/cf_gate4/cf_gate4,-0.4900696760279714,1.4879910023516687,1.0106866841491717,0.00013192755043017114,0.007108280566224522,-1.0905979771061171e-05,0.9999747270924265
1678557437.8352246,115,1678557437,803036858,world,vicon/cf_gate4/cf_gate4,-0.4900650772370828,1.4879746490514416,1.0106933385176116,0.00010904674957939355,0.007098452715207346,-1.8196199326118994e-06,0.9999747997197456
1678557437.8546572,116,1678557437,823325526,world,vicon/cf_gate4/cf_gate4,-0.4900134531192981,1.4880060778737711,1.0106783308820104,0.00011559663554524338,0.007090796805586568,-1.6810267783247304e-05,0.9999748531615655
1678557437.8748417,117,1678557437,843486668,world,vicon/cf_gate4/cf_gate4,-0.49004979259004977,1.4879946948009377,1.0107220706407885,0.00012327872342408517,0.007098818924579511,-8.271043051124952e-06,0.999974795434276
1678557437.8950331,118,1678557437,863482698,world,vicon/cf_gate4/cf_gate4,-0.4900940775420994,1.4880005955902427,1.010691114014274,0.0001291017979265683,0.007100151262518043,-1.2096774915828448e-05,0.9999747852013285
1678557437.9146457,119,1678557437,883523592,world,vicon/cf_gate4/cf_gate4,-0.490007766135259,1.4880246900031824,1.0106842166043575,0.0001712916590845544,0.007098495380393993,-1.6938150180233375e-05,0.9999747905500425
1678557437.9350889,120,1678557437,903083643,world,vicon/cf_gate4/cf_gate4,-0.490009000549646,1.488007238672108,1.010710834389841,0.0001466208008371589,0.00710218460224784,-1.2859262200735858e-05,0.9999747683371095
1678557437.9548182,121,1678557437,923501349,world,vicon/cf_gate4/cf_gate4,-0.490107809412435,1.4879924595938843,1.010739200084032,0.000136837927983396,0.007109544723255661,-1.6965019623625056e-05,0.9999747173610929
1678557437.9746602,122,1678557437,943421402,world,vicon/cf_gate4/cf_gate4,-0.49004452554795574,1.487984716589611,1.0106512936200607,8.060358474345449e-05,0.007106622963172879,-1.8819394115772824e-05,0.9999747442105484
1678557437.9952826,123,1678557437,963460866,world,vicon/cf_gate4/cf_gate4,-0.4899699736286493,1.4880352997392474,1.010680254800864,0.0001541507064238259,0.00710075486287625,-1.8827095070941853e-05,0.9999747772636456
1678557438.01498,124,1678557437,983634505,world,vicon/cf_gate4/cf_gate4,-0.4900867495706444,1.4880045635900996,1.0107812960542948,0.0001468912861620225,0.007102804723686405,-1.4139278985035716e-05,0.999974763875613
1678557438.0345347,125,1678557438,2966019,world,vicon/cf_gate4/cf_gate4,-0.49008869739731914,1.488008806473403,1.0106497655807127,0.00013542881519894214,0.007098307306961405,-1.6887975726679892e-05,0.9999747973860182
1678557438.0556166,126,1678557438,23682406,world,vicon/cf_gate4/cf_gate4,-0.48996892683611876,1.488035839510688,1.0106605947361986,0.0001705641664069733,0.00710406822508835,-2.0786169599467446e-05,0.9999747510264715
1678557438.0746515,127,1678557438,43524690,world,vicon/cf_gate4/cf_gate4,-0.49003990352515114,1.487990387590917,1.0107611119870863,6.925904594285986e-05,0.007096266539061216,-7.054091387874427e-06,0.9999748187602681
1678557438.09556,128,1678557438,62929486,world,vicon/cf_gate4/cf_gate4,-0.4901303593170114,1.4879893876075303,1.010681429926979,0.00010129401094433792,0.0071063864210785515,-1.1976545010400837e-05,0.9999747441151301
1678557438.1143844,129,1678557438,82945553,world,vicon/cf_gate4/cf_gate4,-0.4900004131970682,1.4880295878521461,1.0106635250496998,0.00019123539995003866,0.007106771957834787,-1.7145123483567863e-05,0.9999747281443696
1678557438.1353197,130,1678557438,102881507,world,vicon/cf_gate4/cf_gate4,-0.4899877109331733,1.4880241171733175,1.0107239612463566,0.00013331069499229975,0.007095311638381183,-1.2524351111629951e-05,0.9999748189950353
1678557438.1547775,131,1678557438,123642544,world,vicon/cf_gate4/cf_gate4,-0.4901159292970721,1.4879837744303972,1.010704971476022,7.308123734612164e-05,0.007107508895915911,-5.475288831274752e-06,0.9999747386541564
1678557438.1744843,132,1678557438,143524413,world,vicon/cf_gate4/cf_gate4,-0.4900630671825023,1.4879942181593513,1.0106334484381363,0.00011800998747389431,0.007096264620093132,-1.3438284327360219e-05,0.9999748141435848
1678557438.194684,133,1678557438,163468806,world,vicon/cf_gate4/cf_gate4,-0.48996585263591297,1.4880014366509964,1.0107310785351387,0.00012695978988960628,0.007090469554411256,-1.7750337637182706e-05,0.9999748540876592
1678557438.214978,134,1678557438,182866798,world,vicon/cf_gate4/cf_gate4,-0.4900566387040327,1.487994640626115,1.0107219282618858,7.862662775348105e-05,0.007103771850195701,-1.2828174343752173e-05,0.9999747647209862
1678557438.235401,135,1678557438,202987373,world,vicon/cf_gate4/cf_gate4,-0.4901027162967082,1.4880016521106245,1.0106407429540785,8.421384158201439e-05,0.007093420544469086,-1.0253691938536334e-05,0.9999748377773663
1678557438.2549944,136,1678557438,223601376,world,vicon/cf_gate4/cf_gate4,-0.48999727066159376,1.488004049178558,1.0106962949756646,0.0001276742481591491,0.007095933244558335,-1.2546543258974993e-05,0.9999748153194956
1678557438.2748358,137,1678557438,242881439,world,vicon/cf_gate4/cf_gate4,-0.4899837314871872,1.4879980263814248,1.010720300841371,9.860370696476949e-05,0.0071071001351011645,-1.093458833525395e-05,0.9999747393236559
1678557438.295464,138,1678557438,263580159,world,vicon/cf_gate4/cf_gate4,-0.49009395464581723,1.487983309242234,1.0106851882513144,4.254293746317473e-05,0.007101559853397116,-6.531598255054702e-07,0.9999747827007042
1678557438.3146412,139,1678557438,283521490,world,vicon/cf_gate4/cf_gate4,-0.4900702513722996,1.488043984226418,1.0106638993381312,0.00019000809257023766,0.007094145831655621,-2.1351107427318732e-05,0.9999748179509192
1678557438.335463,140,1678557438,303014017,world,vicon/cf_gate4/cf_gate4,-0.4899468880180757,1.488007797966031,1.0107145567353062,0.00012708891097743753,0.007098444496460626,-1.6078260090679402e-05,0.999974797520232
1678557438.3548598,141,1678557438,323105312,world,vicon/cf_gate4/cf_gate4,-0.4900326709403972,1.4880152700232099,1.0107441333214147,0.00015035296953914162,0.007099925388508342,-1.1736353988731793e-05,0.9999747838399328
1678557438.3748102,142,1678557438,343484024,world,vicon/cf_gate4/cf_gate4,-0.4901204103125801,1.4880088408808083,1.0106413834414805,0.00010691750616709623,0.007092360534617369,-7.045841246057948e-06,0.9999748431540916
1678557438.3953152,143,1678557438,362871425,world,vicon/cf_gate4/cf_gate4,-0.4899784578684437,1.488039550876416,1.010685763021923,0.00019978801689676752,0.00709825822582553,-1.8191899982428286e-05,0.9999747869241317
1678557438.4148448,144,1678557438,383020600,world,vicon/cf_gate4/cf_gate4,-0.48996128035284303,1.4879895771052245,1.0107603937869751,0.00010447492520790179,0.007091356850955608,-1.2004213544703395e-05,0.9999748504832016
1678557438.43466,145,1678557438,402954276,world,vicon/cf_gate4/cf_gate4,-0.4901349258547599,1.4880154961267134,1.0106808901122684,0.00014438836943599795,0.007109726641142644,-1.2181511418872462e-05,0.9999747150756851
1678557438.455228,146,1678557438,423041266,world,vicon/cf_gate4/cf_gate4,-0.4900342709146404,1.4880181202333953,1.0106506111921305,0.00016153283005283358,0.007094365551387421,-6.987581083320497e-06,0.999974821600895
1678557438.4749959,147,1678557438,442985026,world,vicon/cf_gate4/cf_gate4,-0.48992640933356335,1.4879962425188904,1.0107670443850485,0.00012157951200467131,0.007096382620449857,-8.682040329489723e-06,0.9999748129311801
1678557438.495004,148,1678557438,462987525,world,vicon/cf_gate4/cf_gate4,-0.490098292390429,1.488003398414375,1.010706871076534,9.13923723689864e-05,0.007101079228949141,-1.7025312897715732e-06,0.9999747828412073
1678557438.5152502,149,1678557438,483525732,world,vicon/cf_gate4/cf_gate4,-0.4901020280277576,1.4880104487516075,1.0106403143534544,0.0001547696759231285,0.007098806956725954,-8.343958481184935e-06,0.9999747911405151
1678557438.5348806,150,1678557438,503111601,world,vicon/cf_gate4/cf_gate4,-0.48992308341811397,1.488028000418575,1.010743808740685,0.00021728596168864544,0.007089653522325823,-2.158343563285247e-05,0.9999748442505438
1678557438.5557501,151,1678557438,522954941,world,vicon/cf_gate4/cf_gate4,-0.49002693006226417,1.487996017538192,1.010742212252711,8.668808572467705e-05,0.007110424001773402,-1.4470542261557546e-05,0.9999747167535258
1678557438.5747902,152,1678557438,543030604,world,vicon/cf_gate4/cf_gate4,-0.49013653651215977,1.4880389602120907,1.0106390188081287,0.0001817250294678933,0.007103210732098091,-2.0455462120352083e-05,0.9999747551587905
1678557438.5953124,153,1678557438,563589788,world,vicon/cf_gate4/cf_gate4,-0.48998129656005796,1.488013516774195,1.0107134851703452,0.00020616855608817102,0.007087783423398752,-2.3489245690128708e-05,0.999974859818448
1678557438.6147768,154,1678557438,583316383,world,vicon/cf_gate4/cf_gate4,-0.4899421031068733,1.488007009920894,1.0107994212993228,0.0001772135917193953,0.007091139446036767,-1.3868727983765241e-05,0.9999748417557105
1678557438.6350975,155,1678557438,603019757,world,vicon/cf_gate4/cf_gate4,-0.49011296453038955,1.4880539756288778,1.0106574988789698,0.00017672511310687494,0.00710698998415216,-3.9590586166179806e-06,0.9999747294036612
1678557438.6554432,156,1678557438,623509675,world,vicon/cf_gate4/cf_gate4,-0.4900862461392529,1.48802474993777,1.0106269867501931,0.00015303496887796465,0.007094973242547984,-1.6346586086367984e-05,0.999974818516834
1678557438.6751108,157,1678557438,643059371,world,vicon/cf_gate4/cf_gate4,-0.48993394792575756,1.4879545676574475,1.0107927511260462,0.00012480232944810793,0.0070921534902784215,-1.6589349263426794e-05,0.9999748424375697
1678557438.6951323,158,1678557438,663373097,world,vicon/cf_gate4/cf_gate4,-0.4900158339313303,1.488018086241256,1.0107341883483665,0.00017953885559537992,0.007099374043061555,-2.5285396067353054e-05,0.999974782689366
1678557438.7152677,159,1678557438,683525316,world,vicon/cf_gate4/cf_gate4,-0.4901437449427941,1.4880587106457694,1.0106105021906109,0.00018612599358030767,0.007108247433300462,-2.329717504948419e-05,0.9999747184968143
1678557438.734664,160,1678557438,703094595,world,vicon/cf_gate4/cf_gate4,-0.49001385898713173,1.4879851449667987,1.0107003448869714,0.00010714292251281446,0.007101498294728927,-1.5358288309113648e-05,0.9999747781851736
1678557438.7554452,161,1678557438,722967646,world,vicon/cf_gate4/cf_gate4,-0.4899384356444861,1.4879578327483964,1.010803178148908,0.0001345901008896954,0.007099112445973574,-2.1190892680226714e-05,0.999974791701736
1678557438.7748835,162,1678557438,742952192,world,vicon/cf_gate4/cf_gate4,-0.49009935495778645,1.4880100126712537,1.0106529177059493,0.00012498462996607556,0.007097716814122261,-2.2887341437361646e-05,0.9999748028180702
1678557438.7952013,163,1678557438,763548158,world,vicon/cf_gate4/cf_gate4,-0.49010305052940917,1.4880298341871692,1.010619861407972,0.00012905085635285892,0.007108715211316369,-1.4586467785045976e-05,0.9999747243311482
1678557438.815059,164,1678557438,783497804,world,vicon/cf_gate4/cf_gate4,-0.4899501983668211,1.4879659738470117,1.010762830215778,0.00010336589812500416,0.0071051837743927055,-1.8480763353185132e-05,0.9999747523500203
1678557438.8341367,165,1678557438,802829399,world,vicon/cf_gate4/cf_gate4,-0.49002353262389214,1.4879442988921134,1.0107395460929327,6.300389464124598e-05,0.007099987829789547,-4.116382559777174e-06,0.9999747927754887
1678557438.8555589,166,1678557438,822831692,world,vicon/cf_gate4/cf_gate4,-0.49011682394162726,1.4880040447461447,1.010609567750271,9.567158027167752e-05,0.007097655886649534,-9.295787064311184e-06,0.9999748067033748
1678557438.874706,167,1678557438,842893270,world,vicon/cf_gate4/cf_gate4,-0.49000117646537206,1.4880141184741091,1.010679174531441,0.00011619252049916942,0.007096923333536059,-1.2847011464154113e-05,0.9999748096894493
1678557438.8951075,168,1678557438,863091825,world,vicon/cf_gate4/cf_gate4,-0.48998785198688066,1.4879617104832878,1.0107707672102975,0.00010573046717218244,0.007099414527202345,-1.1616243785612005e-05,0.9999747931820592
1678557438.9148197,169,1678557438,883442492,world,vicon/cf_gate4/cf_gate4,-0.4900862409407582,1.4879631876946482,1.0106442203078179,7.870509542617505e-05,0.007102238229435215,-7.954123664534302e-06,0.9999747756590524
1678557438.9353034,170,1678557438,903087620,world,vicon/cf_gate4/cf_gate4,-0.4900359652136809,1.4880146730685613,1.010653771398199,0.000157546958029352,0.007092058770774278,-1.6112885056262387e-05,0.9999748384943107
1678557438.9548852,171,1678557438,922889583,world,vicon/cf_gate4/cf_gate4,-0.48999245303874167,1.4879763639518413,1.0107289189928588,9.593756409330103e-05,0.0071034986427502495,-1.4718139233803296e-05,0.9999747651247969
1678557438.9748929,172,1678557438,943481217,world,vicon/cf_gate4/cf_gate4,-0.4900687950255918,1.4879538651304574,1.0106746675575247,7.011238825667385e-05,0.0071059140471994315,-1.9884112432493696e-06,0.9999747502141506
1678557438.9953163,173,1678557438,963503197,world,vicon/cf_gate4/cf_gate4,-0.4900500877546079,1.4880062186500267,1.0106364146443356,0.0001789124969498247,0.007088930275040689,-1.4504290663817168e-05,0.9999748571076673
1678557439.015084,174,1678557438,983421241,world,vicon/cf_gate4/cf_gate4,-0.48999079914427235,1.4879717626578348,1.0107297843072793,0.00011639633016261375,0.0071012051692605415,-1.3669954873642118e-05,0.9999747792570424
1678557439.0350277,175,1678557439,3049674,world,vicon/cf_gate4/cf_gate4,-0.49004487519600803,1.4879762149147535,1.0106963035170107,9.750651725523009e-05,0.007111496569037057,-1.0537596969163305e-05,0.9999747081791552
1678557439.0553691,176,1678557439,23518232,world,vicon/cf_gate4/cf_gate4,-0.49006474074800127,1.48802447874747,1.0106189375075503,0.00020388437354483776,0.007101824813115287,-1.7746140478602583e-05,0.9999747607817712
1678557439.074837,177,1678557439,42802478,world,vicon/cf_gate4/cf_gate4,-0.49000147089475016,1.4880041235660226,1.0107338121574445,0.0002002430697947167,0.0071008723355764315,-2.419688031959958e-05,0.9999747681463257
1678557439.095125,178,1678557439,62932068,world,vicon/cf_gate4/cf_gate4,-0.49001476951220097,1.4880023600255663,1.0107333293647658,0.0001934199443260302,0.007105504780301964,-1.8674782439764148e-05,0.9999747367017803
1678557439.1152494,179,1678557439,83490887,world,vicon/cf_gate4/cf_gate4,-0.4900751028417807,1.488044566760557,1.0106270553491932,0.00022704444061332805,0.007105424422781769,-1.5467405769272643e-05,0.9999747302583968
1678557439.1347752,180,1678557439,102758468,world,vicon/cf_gate4/cf_gate4,-0.49002849265199605,1.4880062671228538,1.0107004855818291,0.0001832677170452062,0.0070962463838877485,-1.3980526518036457e-05,0.9999748044349657
1678557439.1551843,181,1678557439,122735128,world,vicon/cf_gate4/cf_gate4,-0.4899972519846662,1.487966017788917,1.0107284361695776,0.00010563082439181691,0.007107538178190732,-1.1698027078389548e-05,0.9999747354840174
1678557439.1748433,182,1678557439,143474041,world,vicon/cf_gate4/cf_gate4,-0.4900555163097114,1.488027731440166,1.0106985906842956,0.00023221125493624203,0.007106482240657363,-1.9412296138611995e-05,0.9999747214861279
1678557439.19524,183,1678557439,163525496,world,vicon/cf_gate4/cf_gate4,-0.4900410404332934,1.488019090907447,1.0106459848924034,0.00014828212929283603,0.007100617935565515,-1.2897910414623955e-05,0.9999747792174496
1678557439.2152243,184,1678557439,183546404,world,vicon/cf_gate4/cf_gate4,-0.48999195052577216,1.4880128878194,1.0107464605091592,0.0001683924609566589,0.007102175681750128,-1.5202220531933904e-05,0.9999747649383244
1678557439.2354822,185,1678557439,202973289,world,vicon/cf_gate4/cf_gate4,-0.49003030148758986,1.4879927442920562,1.0107410288285186,0.00015472197878340084,0.007097666869316504,-7.955655829786732e-06,0.9999747992438754
1678557439.2552538,186,1678557439,222776180,world,vicon/cf_gate4/cf_gate4,-0.49005442899603197,1.488003168428343,1.0106532180833945,0.00014941504291249175,0.007103485437793217,-1.1749625702196151e-05,0.9999747586973015
1678557439.2748127,187,1678557439,243476578,world,vicon/cf_gate4/cf_gate4,-0.489995855348653,1.4879957099413799,1.0106878467327323,9.393160421975444e-05,0.007090359895719872,-4.571304625661479e-06,0.9999748586602095
1678557439.294493,188,1678557439,262665031,world,vicon/cf_gate4/cf_gate4,-0.49001377460217294,1.4880144495166867,1.0107462449686417,0.00017126515815668955,0.0070919917447586295,-1.3064311607480596e-05,0.9999748367587364
1678557439.3149583,189,1678557439,283465258,world,vicon/cf_gate4/cf_gate4,-0.49007149971712755,1.4879870936570354,1.0106894762596919,0.0001364991380313398,0.007093816530071249,-1.1469050837835811e-05,0.999974829184957
1678557439.3356516,190,1678557439,303077255,world,vicon/cf_gate4/cf_gate4,-0.490018474551705,1.4880125707564198,1.0106593351627442,0.00016894679016632197,0.007094316248648295,-1.0693569813310162e-05,0.9999748206927982
1678557439.355447,191,1678557439,323110591,world,vicon/cf_gate4/cf_gate4,-0.4899846402325657,1.4880373356431387,1.0107531241358407,0.000221311081163225,0.007094361257774179,-1.7876660018652335e-05,0.9999748100528205
1678557439.3748271,192,1678557439,342967266,world,vicon/cf_gate4/cf_gate4,-0.4900779662734988,1.4880101923934317,1.01071558236789,0.00015222214652912497,0.007103285431429265,-1.2996774432245048e-05,0.9999747596792539
1678557439.3954523,193,1678557439,363125442,world,vicon/cf_gate4/cf_gate4,-0.490058647615741,1.4880027462910566,1.0106296769486507,0.00014450773982543506,0.007096505556924683,-6.957992129438622e-06,0.9999748090216973
1678557439.4145453,194,1678557439,383616409,world,vicon/cf_gate4/cf_gate4,-0.4899704637586853,1.487983730973061,1.0107233995171778,0.00012244814242779999,0.007096317864850375,-8.654534699414413e-06,0.999974813284971
1678557439.435547,195,1678557439,403065827,world,vicon/cf_gate4/cf_gate4,-0.49004713319475723,1.4879754671309,1.0107523101724636,7.598292111497578e-05,0.007102511761735896,-2.20074795285327e-06,0.9999747739560368
1678557439.4548066,196,1678557439,423562483,world,vicon/cf_gate4/cf_gate4,-0.4901089845274464,1.4880377116306849,1.0106303052416576,0.0001857291215170291,0.0070982772804531104,-1.215950362518613e-05,0.9999747895904625
1678557439.4749532,197,1678557439,443539241,world,vicon/cf_gate4/cf_gate4,-0.4899884345335342,1.4880285287015147,1.010668492576685,0.00020050536284422533,0.007088486039545578,-1.6999138687187315e-05,0.9999748561210406
1678557439.495563,198,1678557439,462984500,world,vicon/cf_gate4/cf_gate4,-0.4899835100385194,1.4879488176575197,1.0107920725237771,5.849420467049765e-05,0.007096751650327793,-3.416086423705957e-06,0.9999748160242696
1678557439.5149,199,1678557439,483459080,world,vicon/cf_gate4/cf_gate4,-0.4901079509200253,1.4880093486522497,1.0106644641262763,0.00012535800447776164,0.007103043130577294,-1.1493143166662892e-05,0.9999747651473829
