time,x,y,z,r,p,y,command
2.86102294921875e-06,-1.062214717896662,-3.0293858589172884,0.034639128711553696,0.026041812225267164,0.03994533089065363,-0.06417884532187218,Command.TAKEOFF
0.04461359977722168,-1.0622574623812793,-3.0294041759670565,0.03453644095338994,0.026974504163416124,0.038810760584099525,-0.06324209720283032,Command.NONE
0.07795405387878418,-1.0622492287259762,-3.0293820962783156,0.0347556012188236,0.017287517025479034,0.049349217371723646,-0.0640043631639263,Command.NONE
0.11123251914978027,-1.0622544637176323,-3.029389704309014,0.034542356807972054,0.02534089795899295,0.03917987770817048,-0.06409139705889996,Command.NONE
0.14461040496826172,-1.0622079800385835,-3.0293981690617446,0.03457256447886616,0.02650648999779728,0.038105242119859904,-0.06401292230764997,Command.NONE
0.17792439460754395,-1.0622706018555237,-3.0293747033304625,0.03473080301623248,0.01679476724922998,0.049204900868422184,-0.06392806822988999,Command.NONE
0.2112882137298584,-1.0622461790815863,-3.0293708935871417,0.03473482215053494,0.017044365024263663,0.04840857608602205,-0.06410593716790183,Command.NONE
0.2445998191833496,-1.062238602926495,-3.029367721495544,0.034757808710238286,0.019749638643965534,0.048550840827609805,-0.06761550324874667,Command.NONE
0.27797389030456543,-1.0621853322634316,-3.029477310372893,0.034540854652190346,0.028989688455871444,0.038325160844878574,-0.0693235763514159,Command.NONE
0.3112761974334717,-1.0621140096108879,-3.0295937139254416,0.03457887926833598,0.02772364629063288,0.03737630812347447,-0.07281640790759022,Command.NONE
0.34456443786621094,-1.0621141456078314,-3.0295998897557257,0.034655389164391204,0.027433686608486697,0.04008304924452066,-0.07033796328283831,Command.NONE
0.37795090675354004,-1.0619225170873956,-3.029416707646793,0.03471461156496363,0.020389648043578328,0.044387034381739986,-0.06630026067579152,Command.NONE
0.41126465797424316,-1.061951843981086,-3.0293033673225906,0.03458798500970882,0.02368961180370771,0.040556509170789345,-0.056227590225004336,Command.NONE
0.4446237087249756,-1.061875440280074,-3.029166269775038,0.03466537439315164,0.02551786763480907,0.039514477288696476,-0.048589004048539226,Command.NONE
0.4779336452484131,-1.0617381528752128,-3.0290030688809257,0.03478203116657669,0.018855959979073657,0.05001737774572505,-0.03582399308869304,Command.NONE
0.5112893581390381,-1.0615135453610833,-3.0289252500505786,0.03495183664231235,0.018445218223835273,0.05251252404094612,-0.03185466748008281,Command.NONE
0.5446000099182129,-1.0613626415829156,-3.0288393961764157,0.03499491858235247,0.009733846234240182,0.04795802724455588,-0.024770963070146115,Command.NONE
0.5779716968536377,-1.0609058096506476,-3.0287094886798,0.03541002651984552,0.007816027881229082,0.050607898887572285,-0.024068202442067976,Command.NONE
0.6112756729125977,-1.0603371165210016,-3.028135118951221,0.03745297724939939,-0.017532770845034414,0.05448446984172412,-0.024155052349231616,Command.NONE
0.6446108818054199,-1.0596465070551444,-3.0273652768899,0.040602102375887135,-0.030146731002360407,0.039441714182615606,-0.020825947473173245,Command.NONE
0.6779904365539551,-1.0591179919217526,-3.0258397178868384,0.048050853871043527,-0.03954129364011074,0.020682102263347508,-0.014950711353592981,Command.NONE
