time,x,y,z,r,p,y,command
3.337860107421875e-06,-1.0671545779571814,-3.0625219276476,0.03463347796611777,0.04093616273110837,-0.0039106129219423046,-0.05215159833688889,Command.TAKEOFF
0.04626297950744629,-1.0670757684368266,-3.0625239332429683,0.034653968415958206,0.038986400055822774,-0.0037454825220198536,-0.050621646917742805,Command.NONE
0.07957005500793457,-1.067170756101231,-3.0625945559104597,0.03481083934869543,0.03174053953903697,-0.010115887468152384,-0.0523832253069918,Command.NONE
0.11290597915649414,-1.067000592027141,-3.0624955583756295,0.0348432023770099,0.03276181641018325,0.0017026720237660461,-0.0511004861521116,Command.NONE
0.14626240730285645,-1.0671022046069252,-3.0625338544462,0.03448940464461881,0.048466718436250986,-0.012748777958648113,-0.051334031501423454,Command.NONE
0.17956829071044922,-1.0669810012175251,-3.0624919313780863,0.03455092020825337,0.0457713139282184,-0.0143033264530129,-0.05126429268077494,Command.NONE
0.2129056453704834,-1.0670260836561856,-3.0624033489270586,0.03459247384263783,0.035354108551194294,0.0007005117101942428,-0.051800971644192166,Command.NONE
0.24621844291687012,-1.0668796884255598,-3.062495420288554,0.034706648712548284,0.03647813049160126,0.0023647416335771743,-0.051834591555142445,Command.NONE
0.2795746326446533,-1.0669061654093255,-3.062718498221266,0.034568836718866604,0.03743171500030059,0.0012203895453717052,-0.04901060848042481,Command.NONE
0.31290602684020996,-1.0667390053217765,-3.0630112670762593,0.03471190091414398,0.033139209789739825,0.0006615571706252016,-0.04960581553773057,Command.NONE
0.34626007080078125,-1.066891694340487,-3.063613010917076,0.03439559378317839,0.03203650059512843,-0.0043863355683906894,-0.04296285612605501,Command.NONE
0.37954115867614746,-1.0666938520601779,-3.0645665006748257,0.03433906215499678,0.02646532414501108,-0.0009139780950089159,-0.04362630950721452,Command.NONE
0.41289210319519043,-1.0669482628564704,-3.0649791073057444,0.03434594540812885,0.020386498712152496,0.006337507308016145,-0.03865500557853912,Command.NONE
0.4462447166442871,-1.0668515818262885,-3.064884746245256,0.03423070123048047,0.028461066969368478,-0.0008612639804319582,-0.03887101094484619,Command.NONE
