time,x,y,z,r,p,y,command
2.86102294921875e-06,-1.0627881692467793,-3.031089816158926,0.033599691099009295,-0.05753859796841416,-0.02281724799303658,-0.06979534957410675,Command.TAKEOFF
0.04637646675109863,-1.0629740162761498,-3.031121863566611,0.033671839453505624,-0.06714714157056095,-0.01088765048081182,-0.06858601747121808,Command.NONE
0.07970714569091797,-1.0628492956633318,-3.031104318729932,0.03351407689624205,-0.056635487639050526,-0.02250461009751763,-0.06982080187182804,Command.NONE
0.11304807662963867,-1.0631058956102366,-3.031122798632897,0.03351044661776805,-0.06674554466557514,-0.009770268454613816,-0.06871764273729411,Command.NONE
0.14637279510498047,-1.062838857479918,-3.0311044920948715,0.03372088158628626,-0.06662943919592312,-0.012758100941130009,-0.06976740595354317,Command.NONE
0.1797041893005371,-1.0630384311335903,-3.031118093133822,0.033399774297406634,-0.05813422625935818,-0.022626422440722282,-0.06832277375982673,Command.NONE
0.2130451202392578,-1.0628158186428385,-3.031118054626703,0.03379133877544938,-0.06665258333431519,-0.011891715985865579,-0.07034629808341555,Command.NONE
0.24633502960205078,-1.0630887628729746,-3.0311532767361453,0.033532617434475755,-0.06953711287655452,-0.013698577088021203,-0.06777740292143943,Command.NONE
0.27968811988830566,-1.0626474134651116,-3.0310741526454454,0.03351603957014691,-0.05164061109241445,-0.01501004194841168,-0.06759614412585022,Command.NONE
0.3130350112915039,-1.062929868501149,-3.0313053773195606,0.03350311752798575,-0.06700983944956289,-0.0122852415704818,-0.07130160529135414,Command.NONE
0.3463709354400635,-1.0627884031290815,-3.0316745962793408,0.033657951788458595,-0.0579074924323761,-0.006042610646564968,-0.07341915012258021,Command.NONE
0.37969160079956055,-1.0627398316731311,-3.0317148741676876,0.03326739241956073,-0.05258772503109855,-0.016262515733883633,-0.07047644236116339,Command.NONE
0.413038969039917,-1.0625870108027804,-3.03168315453965,0.03351357779267552,-0.06011875369112422,-0.0057976545803276915,-0.06577914739463127,Command.NONE
0.4463658332824707,-1.062443404810448,-3.0317667666387145,0.033395668817728534,-0.053930639199337715,-0.01565164161122267,-0.06267455189120681,Command.NONE
0.479694128036499,-1.0624229484930703,-3.0318064041586816,0.033401154112396796,-0.0492911657290346,-0.01446154924749556,-0.057820476042641664,Command.NONE
0.5130355358123779,-1.0621401008671503,-3.031905984238294,0.03369907903286881,-0.06498998688702781,-0.004332813149566389,-0.04959735296754219,Command.NONE
0.5463705062866211,-1.0621012927876041,-3.032067996733336,0.03363609678828431,-0.07254164716001357,-0.0018527569623202368,-0.041732421501964156,Command.NONE
0.5796835422515869,-1.0619525323309789,-3.032166206712931,0.03360853284765211,-0.06209002179327705,-0.0033168743150239375,-0.034308164347923144,Command.NONE
0.6130461692810059,-1.0620876068034042,-3.0324551180988912,0.03346299380925527,-0.06369881922187863,-0.007296243981430026,-0.02460428311790054,Command.NONE
0.6463823318481445,-1.0619231943417127,-3.0327703785760964,0.0337530870494203,-0.06768463561327415,0.004241033905965331,-0.019998697835948803,Command.NONE
0.6797034740447998,-1.0619351354324944,-3.033222948151876,0.03361749909009358,-0.06460529798142384,-0.0012682288885722702,-0.021231901636988404,Command.NONE
0.713040828704834,-1.0616009167794702,-3.0337491905455516,0.03361798311032463,-0.061040289587853666,-0.006121441527049867,-0.021213667449527972,Command.NONE
0.7463703155517578,-1.0614605781546829,-3.0345724173626216,0.0333375855074476,-0.05020640587402514,-0.011613657293176646,-0.025068263453380847,Command.NONE
0.7797296047210693,-1.061239854389923,-3.035263630842467,0.03339637586771853,-0.05726769849621809,0.010434252431563403,-0.041605742298774964,Command.NONE
0.8130483627319336,-1.0610112331210746,-3.0358850675223747,0.03338893399126529,-0.05772377140336074,0.0020868308978824975,-0.047655765875025215,Command.NONE
0.8463954925537109,-1.060647302104303,-3.036988652966769,0.03361756184887383,-0.05656598850750132,0.00720959802306382,-0.05093146275727373,Command.NONE
0.8797049522399902,-1.060127562875025,-3.0376789218086317,0.03396241014111703,-0.05518290211203274,-0.006689096166668109,-0.03973225878154866,Command.NONE
0.9130451679229736,-1.0595823644156266,-3.0385799571955854,0.03478120360657276,-0.06481586761507967,-0.01035703607974922,-0.03829545376842988,Command.NONE
0.9463715553283691,-1.0588393811528036,-3.0397051969625237,0.03770263110472828,-0.07303371433660741,-0.03288578364838072,-0.04140713782534759,Command.NONE
0.9796991348266602,-1.0585343071612363,-3.0406345511109283,0.041624325636051125,-0.08579320708752601,-0.04325077941572552,-0.04151249543739252,Command.NONE
